Year data collection,Placement test score (%),Age,Age of exposure to English,Years studying English,Stay abroad in English speaking country (>= 1 month),Stay abroad (months),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Proficiency (self-assessment) in additional language speaking,Proficiency (self-assessment) in additional language listening,Proficiency (self-assessment) in additional language reading,Proficiency (self-assessment) in additional language writing,Task number,Language certificates (highest level),FatherL1=L1,MotherL1=L1,Parents L1 different,is L1 spoken at home,is Father L1 spoken at home,is Mother L1 spoken at home,Number of languages spoken at home,is English spoken at home,Number of additional foreign languages,French,German,Spanish,Italian,Latin,Chinese,Portuguese,Japanese,Russian,Greek,Arabic,Turkish,Number of additional foreign language(s) not M/F's L1 and home L,Sex: Female,L1: German,Online,unique_word_count,lexical_diversity,sentence_count,avg_words_per_sentence,punctuation_count,gunning_fog_index,lemmatized_freqs_avg,lemmatized_freqs_None_ratio,pos_ratio_n,pos_ratio_v,pos_ratio_j,pos_ratio_r,pos_ratio_i,pos_ratio_p,pos_ratio_c,pos_ratio_d,pos_ratio_m,pos_ratio_u,pos_ratio_a,Proficiency
2012,18.3,13.0,4.0,9.0,0,0.0,3.0,3.0,3.0,4.0,3.25,2.0,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,40,0.4938271604938271,7,11.571428571428571,14,4.54,320.94444444444446,0.3055555555555556,0.3055555555555556,0.2777777777777778,0.0,0.0277777777777777,0.1111111111111111,0.0277777777777777,0.0833333333333333,0.0555555555555555,0.0,0.0,0.0,0
2018,16.7,22.0,4.0,18.0,1,9.0,5.0,5.0,5.0,5.0,5.0,2.4,3.0,3.0,2.6,14,4.2,True,False,False,True,True,False,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,98,0.494949494949495,9,22.0,25,8.41,495.8064516129032,0.2580645161290322,0.2365591397849462,0.2580645161290322,0.086021505376344,0.1075268817204301,0.0967741935483871,0.064516129032258,0.021505376344086,0.053763440860215,0.010752688172043,0.0,0.0,0
2012,26.7,17.0,10.0,7.0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.2,2.0,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,69,0.448051948051948,13,11.846153846153848,18,4.49,620.3387096774194,0.2580645161290322,0.3870967741935484,0.1612903225806451,0.064516129032258,0.064516129032258,0.1290322580645161,0.064516129032258,0.0483870967741935,0.0161290322580645,0.0,0.0,0.0,0
2012,15.8,17.0,7.0,10.0,0,0.0,3.0,3.0,4.0,4.0,3.5,2.4,2.4,2.6,2.6,13,2.4,True,True,True,True,True,True,1,False,3,1,0,0,0,1,0,0,0,0,0,0,0,3,1.0,0,0,51,0.4951456310679611,8,12.875,13,4.52,533.625,0.25,0.2708333333333333,0.2291666666666666,0.0625,0.0833333333333333,0.1041666666666666,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0,0
2012,19.2,12.0,6.0,6.0,0,0.0,4.0,3.0,5.0,3.0,3.75,1.8,2.0,1.8,1.8,13,2.6,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,29,0.4142857142857143,7,10.0,11,4.04,366.2592592592592,0.3703703703703703,0.4444444444444444,0.1481481481481481,0.037037037037037,0.037037037037037,0.074074074074074,0.037037037037037,0.074074074074074,0.037037037037037,0.0,0.0,0.0,0
2012,26.7,15.0,8.0,7.0,0,0.0,2.0,4.0,3.0,3.0,3.0,2.6,2.8,2.8,2.4,13,2.4,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,51,0.408,9,13.88888888888889,12,5.39,448.1739130434783,0.2608695652173913,0.217391304347826,0.2608695652173913,0.0652173913043478,0.0217391304347826,0.1521739130434782,0.0869565217391304,0.0652173913043478,0.0434782608695652,0.0,0.0,0.0,0
2017,11.7,58.0,13.0,4.0,0,0.0,1.0,1.0,1.0,1.0,1.0,4.2,4.6,4.6,4.0,14,0.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,62,0.5794392523364486,8,13.375,20,5.41,148.58620689655172,0.4827586206896552,0.3448275862068966,0.1896551724137931,0.0517241379310344,0.0689655172413793,0.1206896551724138,0.0517241379310344,0.0344827586206896,0.0344827586206896,0.0,0.0,0.0,0
2012,29.2,15.0,3.0,12.0,0,0.0,5.0,2.0,3.0,4.0,3.5,2.6,2.6,2.8,2.8,13,3.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,41,0.4019607843137255,10,10.2,14,3.97,460.8684210526316,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.1052631578947368,0.0526315789473684,0.1052631578947368,0.0526315789473684,0.0526315789473684,0.0263157894736842,0.0,0.0,0.0,0
2018,15.0,49.0,46.0,3.0,0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,93,0.4492753623188406,10,20.7,22,8.09,296.40909090909093,0.3977272727272727,0.2954545454545454,0.2727272727272727,0.0454545454545454,0.1136363636363636,0.0568181818181818,0.0681818181818181,0.034090909090909,0.034090909090909,0.0113636363636363,0.0,0.0,0
2012,26.7,16.0,5.0,11.0,0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.4,3.4,13,3.6,True,True,True,True,True,True,2,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,75,0.5597014925373134,8,16.75,19,7.78,337.7536231884058,0.4202898550724637,0.2608695652173913,0.2753623188405797,0.0434782608695652,0.0579710144927536,0.072463768115942,0.0579710144927536,0.0434782608695652,0.0289855072463768,0.0,0.0,0.0,0
2012,18.3,12.0,6.0,6.0,0,0.0,4.0,4.0,3.0,4.0,3.75,2.0,2.2,2.0,1.8,13,2.6,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,30,0.5769230769230769,5,10.4,11,3.44,708.5925925925926,0.3703703703703703,0.4444444444444444,0.1111111111111111,0.0,0.0,0.1111111111111111,0.037037037037037,0.074074074074074,0.074074074074074,0.0,0.0,0.0,0
2012,29.2,18.0,6.0,12.0,0,0.0,2.0,3.0,2.0,1.0,2.0,1.8,1.4,2.6,2.0,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,32,0.6153846153846154,1,52.0,7,18.8,264.46875,0.375,0.28125,0.21875,0.0,0.03125,0.125,0.09375,0.0625,0.0625,0.0,0.0,0.0,0
2012,25.0,12.0,3.0,9.0,0,0.0,3.0,3.0,4.0,3.0,3.25,2.0,2.2,2.6,2.4,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,57,0.3904109589041096,12,12.166666666666666,15,4.4,495.8301886792453,0.2264150943396226,0.3396226415094339,0.1698113207547169,0.0377358490566037,0.1132075471698113,0.0943396226415094,0.0754716981132075,0.0566037735849056,0.0377358490566037,0.0,0.0,0.0,0
2012,24.2,13.0,13.0,0.0,0,0.0,4.0,5.0,5.0,3.0,4.25,3.6,3.6,3.6,3.6,13,1.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,36,0.3829787234042553,8,11.75,14,4.0,367.0,0.3235294117647059,0.4411764705882353,0.088235294117647,0.0294117647058823,0.0588235294117647,0.088235294117647,0.0588235294117647,0.088235294117647,0.0588235294117647,0.0,0.0,0.0,0
2013,25.8,16.0,6.0,10.0,0,0.0,2.0,1.0,2.0,2.0,1.75,1.4,2.4,2.8,2.2,13,3.0,True,True,True,True,True,True,1,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,76,0.4606060606060606,10,16.5,41,5.82,580.1549295774648,0.3380281690140845,0.352112676056338,0.2253521126760563,0.0422535211267605,0.056338028169014,0.0704225352112676,0.0845070422535211,0.0422535211267605,0.028169014084507,0.0,0.0,0.0,0
2012,25.0,15.0,10.0,5.0,0,0.0,2.0,2.0,2.0,3.0,2.25,2.6,2.6,2.8,2.6,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,47,0.4947368421052631,8,11.875,10,4.24,327.4318181818182,0.2727272727272727,0.3636363636363636,0.25,0.0,0.0454545454545454,0.1363636363636363,0.0227272727272727,0.0454545454545454,0.0454545454545454,0.0,0.0,0.0,0
2012,28.3,12.0,3.0,9.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.8,2.0,2.4,2.2,13,2.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,32,0.5517241379310345,4,14.5,10,4.8,210.0,0.375,0.1875,0.28125,0.09375,0.0625,0.09375,0.125,0.0625,0.03125,0.0,0.0,0.0,0
2012,20.0,13.0,6.0,7.0,0,0.0,3.0,3.0,4.0,3.0,3.25,1.8,2.0,1.8,1.8,13,2.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,54,0.5294117647058824,10,10.2,24,3.2,520.0833333333334,0.2916666666666667,0.3958333333333333,0.25,0.0208333333333333,0.0416666666666666,0.0833333333333333,0.0416666666666666,0.0625,0.0416666666666666,0.0,0.0,0.0,0
2019,16.7,23.0,6.0,17.0,0,0.0,3.0,4.0,4.0,4.0,3.75,2.4,2.8,2.8,2.4,3,3.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,90,0.6666666666666666,7,19.285714285714285,12,9.64,532.2168674698795,0.3373493975903614,0.3614457831325301,0.1927710843373494,0.108433734939759,0.0240963855421686,0.0963855421686747,0.072289156626506,0.0240963855421686,0.036144578313253,0.0120481927710843,0.0,0.0,0
2013,22.5,18.0,6.0,12.0,0,0.0,2.0,2.0,2.0,2.0,2.0,1.6,1.4,2.0,2.0,13,2.8,True,True,True,True,True,True,1,False,3,1,0,0,0,1,0,0,0,0,1,0,0,3,0.0,0,0,26,0.7878787878787878,3,11.0,7,3.6,607.64,0.4,0.32,0.16,0.08,0.0,0.12,0.0,0.08,0.08,0.0,0.0,0.0,0
2012,27.5,15.0,5.0,10.0,0,0.0,3.0,2.0,3.0,3.0,2.75,2.0,2.2,2.4,2.2,13,2.4,True,True,True,True,True,True,1,False,2,1,0,0,1,0,0,0,0,0,0,0,0,2,0.0,0,0,57,0.6195652173913043,8,11.5,29,4.53,191.37254901960785,0.4509803921568627,0.1372549019607843,0.2156862745098039,0.0588235294117647,0.1176470588235294,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0392156862745098,0.0196078431372549,0.0,0.0,0
2012,29.2,12.0,3.0,9.0,0,0.0,1.0,1.0,1.0,2.0,1.25,1.8,2.0,2.4,2.2,13,2.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,85,0.3761061946902654,15,15.066666666666666,38,4.97,249.1153846153846,0.3717948717948718,0.2948717948717949,0.2051282051282051,0.141025641025641,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0256410256410256,0.0512820512820512,0.0,0.0,0.0,0
2013,21.7,14.0,9.0,5.0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.4,2.6,2.8,2.6,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,14,0.7,3,6.666666666666667,7,2.0,219.53846153846155,0.5384615384615384,0.3846153846153846,0.1538461538461538,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,0
2012,10.0,12.0,6.0,6.0,0,0.0,4.0,2.0,4.0,6.0,4.0,2.0,2.2,2.0,1.8,13,2.6,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,11,0.9166666666666666,1,12.0,2,4.0,120.9,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0
2013,28.3,13.0,7.0,6.0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.2,2.2,2.0,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,63,0.4598540145985401,7,19.571428571428573,21,7.1,461.7796610169492,0.2542372881355932,0.3050847457627119,0.1186440677966101,0.1016949152542373,0.0847457627118644,0.0847457627118644,0.0677966101694915,0.0508474576271186,0.0847457627118644,0.0169491525423728,0.0,0.0,0
2012,11.7,13.0,6.0,7.0,0,0.0,2.0,2.2,2.2,2.0,5.0,1.4,1.8,1.4,1.4,13,2.6,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,33,0.5,10,6.6,11,2.93,490.3125,0.46875,0.46875,0.28125,0.0625,0.0,0.03125,0.0,0.03125,0.0625,0.0,0.0,0.0,0
2018,16.7,22.0,11.0,11.0,0,0.0,4.0,5.0,5.0,5.0,4.75,3.0,2.0,3.0,3.0,14,5.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,77,0.4666666666666667,8,20.625,11,8.24,380.5753424657534,0.2876712328767123,0.2191780821917808,0.2465753424657534,0.0821917808219178,0.0684931506849315,0.136986301369863,0.0547945205479452,0.0273972602739726,0.0547945205479452,0.0136986301369863,0.0,0.0,0
2012,27.5,12.0,0.0,10.6,0,0.0,3.0,3.0,4.0,4.0,3.5,2.8,2.8,3.6,3.2,13,3.0,True,False,False,True,True,False,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,59,0.427536231884058,10,13.8,33,6.54,426.5535714285714,0.2857142857142857,0.2321428571428571,0.1785714285714285,0.0892857142857142,0.0535714285714285,0.1071428571428571,0.0892857142857142,0.0535714285714285,0.0535714285714285,0.0,0.0178571428571428,0.0,0
2019,16.7,21.0,6.0,15.0,0,0.0,4.0,4.0,5.0,5.0,4.5,2.0,4.0,3.0,2.0,3,3.2,True,False,False,True,True,False,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,95,0.6333333333333333,5,30.0,22,10.55,342.05555555555554,0.4,0.3222222222222222,0.1666666666666666,0.1222222222222222,0.0555555555555555,0.0888888888888888,0.0555555555555555,0.0333333333333333,0.0222222222222222,0.0111111111111111,0.0,0.0,0
2012,28.3,17.0,0.0,13.0,0,0.0,2.0,1.0,1.0,3.0,1.75,2.4,2.8,3.4,2.8,13,2.6,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,54,0.5294117647058824,7,14.571428571428571,17,4.96,362.54,0.4,0.26,0.26,0.04,0.04,0.1,0.1,0.04,0.04,0.0,0.0,0.0,0
2019,16.7,21.0,5.0,10.0,0,0.0,3.0,4.0,4.0,3.0,3.5,1.8,2.0,1.8,2.0,3,3.6,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,73,0.6403508771929824,4,28.5,12,11.55,438.5147058823529,0.3235294117647059,0.2647058823529412,0.2794117647058823,0.0735294117647058,0.0147058823529411,0.088235294117647,0.1029411764705882,0.0441176470588235,0.0441176470588235,0.0,0.0,0.0,0
2017,21.7,23.0,8.0,12.0,0,0.0,2.0,2.0,2.0,2.0,2.0,2.2,2.2,2.2,2.2,14,0.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1,72,0.5669291338582677,5,25.4,11,9.36,298.7878787878788,0.2575757575757575,0.2727272727272727,0.1969696969696969,0.0757575757575757,0.0606060606060606,0.1212121212121212,0.0757575757575757,0.0303030303030303,0.0606060606060606,0.0151515151515151,0.0,0.0,0
2012,25.0,16.0,5.0,11.0,0,0.0,3.0,4.0,4.0,3.0,3.5,1.8,2.0,2.4,1.8,13,3.2,True,True,True,True,True,True,2,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,88,0.5,8,22.0,27,6.12,494.5853658536585,0.2560975609756097,0.3170731707317073,0.2073170731707317,0.0609756097560975,0.0853658536585365,0.0853658536585365,0.0975609756097561,0.0365853658536585,0.024390243902439,0.0,0.0,0.0,0
2012,20.0,13.0,4.0,9.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.8,2.0,2.4,2.2,13,2.0,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,45,0.3435114503816794,13,10.076923076923077,13,3.98,532.8333333333334,0.3333333333333333,0.3809523809523809,0.1428571428571428,0.0952380952380952,0.0714285714285714,0.119047619047619,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0,0.0,0.0,0
2012,25.8,14.0,5.0,9.0,0,0.0,3.0,3.0,3.0,3.0,3.0,2.0,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,41,0.4823529411764706,5,17.0,12,6.0,554.3589743589744,0.4615384615384615,0.4102564102564102,0.2307692307692307,0.0512820512820512,0.0,0.0769230769230769,0.0,0.1025641025641025,0.0512820512820512,0.0,0.0,0.0,0
2012,15.8,13.0,10.0,3.0,0,0.0,1.0,2.0,1.0,2.0,1.5,2.6,2.6,2.8,2.6,13,2.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,51,0.3923076923076923,11,11.818181818181818,16,4.56,696.1458333333334,0.2708333333333333,0.2916666666666667,0.3541666666666667,0.0416666666666666,0.0,0.0833333333333333,0.0416666666666666,0.0625,0.0416666666666666,0.0,0.0,0.0,0
2012,10.8,13.0,10.0,3.0,0,0.0,1.0,1.0,1.0,1.0,1.0,2.2,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,33,0.559322033898305,7,8.428571428571429,12,2.68,638.09375,0.28125,0.5,0.15625,0.0,0.03125,0.09375,0.03125,0.0625,0.03125,0.03125,0.0,0.0,0
2012,0.8,14.0,11.0,3.0,0,0.0,1.0,1.0,1.0,1.0,1.0,2.2,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,39,0.3861386138613861,11,9.181818181818182,13,3.2,597.3783783783783,0.3513513513513513,0.4864864864864865,0.1891891891891892,0.0,0.0,0.081081081081081,0.054054054054054,0.081081081081081,0.054054054054054,0.0,0.0,0.0,0
2012,25.8,12.0,3.0,9.0,0,0.0,3.0,2.0,3.0,2.0,2.5,2.0,2.2,2.4,2.2,13,2.2,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,59,0.3782051282051282,8,19.5,20,7.39,285.5740740740741,0.2962962962962963,0.2962962962962963,0.1851851851851851,0.1296296296296296,0.0925925925925925,0.074074074074074,0.0555555555555555,0.0555555555555555,0.037037037037037,0.0,0.0,0.0,0
2017,21.7,24.0,8.0,14.0,1,1.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,14,3.0,True,True,True,True,True,True,1,False,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,59,0.5042735042735043,8,14.625,13,5.2,415.9259259259259,0.2962962962962963,0.3148148148148148,0.2407407407407407,0.0555555555555555,0.0555555555555555,0.1111111111111111,0.0555555555555555,0.0185185185185185,0.0555555555555555,0.0,0.0,0.0,0
2012,15.8,17.0,8.0,9.0,0,0.0,1.0,1.0,2.0,1.0,1.25,2.6,3.0,3.2,2.6,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,49,0.620253164556962,6,13.166666666666666,8,4.72,519.3695652173913,0.2608695652173913,0.217391304347826,0.2826086956521739,0.0,0.0652173913043478,0.108695652173913,0.1304347826086956,0.0652173913043478,0.0434782608695652,0.0,0.0,0.0,0
2012,26.7,17.0,6.0,11.0,0,0.0,3.0,2.0,3.0,3.0,2.75,2.0,2.0,2.4,2.2,13,3.0,True,True,True,True,True,True,1,False,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,49,0.6363636363636364,5,15.4,14,4.28,421.6808510638298,0.2553191489361702,0.2553191489361702,0.2553191489361702,0.0212765957446808,0.0638297872340425,0.1276595744680851,0.0425531914893617,0.0212765957446808,0.0851063829787234,0.0,0.0,0.0,0
2012,17.5,18.0,8.0,10.0,0,0.0,3.0,1.0,3.0,3.0,2.5,2.6,2.4,2.4,2.4,13,3.0,True,True,True,True,True,True,1,False,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,0,0,54,0.5869565217391305,3,30.666666666666668,11,9.35,250.96153846153845,0.4230769230769231,0.25,0.25,0.0576923076923076,0.0576923076923076,0.0384615384615384,0.0769230769230769,0.0576923076923076,0.0384615384615384,0.0,0.0,0.0,0
